labels,sentence,kor_sentence
positive,"Finnish financial group Aktia reports operating profit of EUR 44.4 mn in January-September 2009, up from EUR 37.3 mn in the corresponding period in 2008.","핀란드 금융 그룹 악티아는 2009년 1월부터 9월까지 44.4 mn의 영업이익을 보고했는데, 이는 2008년 같은 기간의 37.3 mn보다 증가한 수치이다."
positive,"Finnish high technology provider Vaahto Group reports net sales of EUR 41.8 mn in the accounting period September 2007 - February 2008, an increase of 11.2 % from a year earlier.","핀란드의 첨단 기술 제공업체 바하토 그룹은 2007년 9월부터 2008년 2월까지의 회계 기간 동안 41.8 mn의 순매출액을 보고했는데, 이는 전년 동기 대비 11.2% 증가한 수치이다."
positive,Net sales of Finnish food industry company L+Ænnen Tehtaat's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007.,핀란드 식품산업 회사인 L+에넨 테흐타트의 지속적인 영업은 2007년 309.6 mn에서 2008년 349.1 mn으로 13% 증가했다.
positive,An individual promotion also generated slightly higher-than-expected revenues.,개인 프로모션도 예상보다 약간 높은 수익을 창출했다.
positive,Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement.,바이오히트는 이미 많은 기존 제네시스 고객들에게 서비스를 제공하고 있으며 이번 계약으로 고객층이 확대될 것으로 예상된다.
positive,"Both operating profit and turnover for the three-month period increased, respectively from EUR0 .9 m and EUR8 .3 m, as compared to the corresponding period in 2005.",3개월간의 영업이익과 매출액은 2005년 같은 기간에 비해 각각 0.9M 유로와 8.3M 유로로 증가하였다.
positive,Circulation revenue has increased by 5 % in Finland and 4 % in Sweden in 2008.,"발행부수는 핀란드에서 5%, 스웨덴에서 4% 증가했다."
positive,Clothing chain Sepp+Æl+Æ's net sales increased by 7.0 % to EUR 30.8 mn.,의류 체인 셉+엘+엘+엘의 순매출은 7.0% 증가한 30.8유로였다.
positive,Construction volumes meanwhile grow at a rate of 10-15 percent annually.,한편 건설 물량은 매년 10~15%씩 증가하고 있다.
positive,Finnish and Swedish construction markets are still experiencing an estimated 4 % annual growth in 2008.,핀란드와 스웨덴 건설 시장은 2008년에도 여전히 연간 4%의 성장률을 보이고 있다.
positive,"However, Biohit estimates its total net sales will continue to grow in 2009, and that favourable trends in net sales will lead to a profit in 2009.",다만 바이오히트는 총 순매출액이 2009년에도 계속 증가할 것이며 순매출 호조세가 2009년에도 이익으로 이어질 것으로 전망했다.
positive,"In 2009, Fiskars' cash flow from operating activities amounted to EUR121m, up from EUR97m in the previous year.",2009년 Fiskars의 영업활동 현금흐름은 121만 유로로 전년도의 97만 유로에서 증가하였다.
positive,"In Lithuania, operating profit rose to EUR 190,000 from EUR 70,000 in the corresponding period in 2005.",리투아니아에서는 2005년 같은 기간의 7만 유로에서 19만 유로로 영업이익이 증가했다.
positive,"In the fourth quarter of 2008, net sales increased by 2 % to EUR 1,050.7 mn from EUR 1,027.0 mn in the fourth quarter of 2007.","2008년 4분기 순매출은 2007년 4분기 1,027.0mn에서 1,050.7mn으로 2% 증가했다."
positive,"International sales rose by 59.8 % to EUR 1,244.4 mn.","해외 판매는 59.8% 증가하여 1,244.4 mn을 기록했다."
neutral,Kalmar Espana generated net sales of some 11.3 mln euro $ 14.8 mln in 2005.,칼마르 에스파나는 2005년에 약 11.3 mln 유로 $14.8 mln의 순매출을 기록했다.
positive,Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006.,순매출액은 이 기간 동안 585억 2천만 달러까지 증가했습니다.2006년 x20ac 4억100만 달러에서 100만 달러.
positive,Net sales increased to EUR655m in April to June 2010 from EUR438m a year earlier.,2010년 4~6월 순매출액은 전년 동월 438만 유로에서 655만 유로로 증가했다.
positive,"Net sales rose by 25.5 % year-on-year to EUR59 .6 m, as the number of chargers delivered went up by 41 % to 65.9 million pieces.",인도된 충전기 수가 6590만대로 41% 증가하면서 순매출액은 전년 대비 25.5% 증가한 59.6m를 기록했다.
positive,"Net sales totaled EUR 93.6 mn, up from EUR 93.2 mn in the corresponding period in 2005.",순매출액은 2005년 같은 기간의 93.2 mn보다 증가한 총 93.6 mn이다.
positive,"Nokia also noted the average selling price of handsets declined during the period, though its mobile phone profit margin rose to more than 22 percent from 13 percent in the year-ago quarter.",노키아도 휴대전화 수익률이 1년 전 분기 13%에서 22% 이상으로 상승했음에도 불구하고 이 기간 동안 단말기 평균 판매가격이 하락했다고 지적했다.
positive,Operating profit increased by 145.1 % to EUR 8.3 mn from EUR 3.4 mn.,영업이익은 EUR 3.4 mn에서 EUR 8.3 mn으로 145.1% 증가했습니다.
positive,Operating profit margin increased from 11.2 % to 11.7 %.,영업이익률은 11.2%에서 11.7%로 증가했다.
positive,Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009.,영업이익은 2009년 해당 기간의 1.22 mn에서 3.11 mn으로 증가하였습니다.
positive,Operating profit rose to EUR 5mn from EUR 2.8 mn in the fourth quarter of 2008.,영업이익은 2008년 4분기 2.8 mn에서 500만 유로로 증가했다.
positive,"Operating profit was EUR 24.5 mn, up from EUR 23.0 mn.",영업이익은 EUR 23.0mn에서 24.5mn으로 증가했다.
positive,"Ramirent's net sales in the second quarterended June 30 were EURO 128.7 million about U.S. $ 163 million, a 3.3-percent increase compared with EURO 124.6 million for thesecond quarter last year.",라미렌트의 2분기 순매출액은 1억2870만 유로로 지난해 2억2460만 유로에 비해 3.3% 증가했다.
positive,"Revenue grew by 2 percent to  x20ac 580 million $ 743 million, from  x20ac 569 million.",수익은 2퍼센트 증가한 7억 4300만 달러를 기록했다.
positive,Ruukki announced that it has signed an agreement with Aker Solutions of Norway to supply 24 suction anchors in September 2010 from its Kalajoki unit in Finland.,루키는 2010년 9월 노르웨이의 아케르 솔루션스와 핀란드 칼라요키에서 24개의 흡입 앵커를 공급하기로 계약을 체결했다고 발표했다.
positive,"Ruukki's delivery volumes and selling prices showed favourable development and the company's comparable net sales grew by 50 % year-on-year to EUR647m, CEO Sakari Tamminen said.","사카리 탐미넨 CEO는 ""루키의 납품량과 판매가격이 양호한 발전세를 보였으며 동사의 동급 순매출액이 전년 대비 50% 성장한 유로647m""이라고 말했다."
positive,Sanoma Magazines' net sales are estimated to grow in 2006.,사노마 잡지의 순매출은 2006년에 증가할 것으로 추정된다.
positive,The bank forecasts Finland's GDP will grow by 2 % in 2010 and in 2011.,이 은행은 핀란드의 GDP가 2010년과 2011년에 2% 성장할 것으로 예측했다.
positive,"The circuit's overall production rate on a weekly basis is now in excess of an average of 40,000 tonnes per day, with volumes in excess of 50,000 tonnes per day being reached on individual days.","주간 기준으로 서킷의 전체 생산량은 현재 하루 평균 40,000톤을 초과하고 있으며, 하루에 50,000톤을 초과하는 양에 도달하고 있다."
positive,"The company's consolidated operating profit amounted to EUR 15.86 mn, up from EUR 4.14 mn year-on-year.",이 회사의 연결 영업이익은 15.86만 유로로 전년 대비 4.14만 유로에서 증가하였다.
positive,The Department Store Division reported an increase in sales of 4 per cent.,백화점 부서는 매출이 4% 증가했다고 보고했다.
positive,The fair value of the company's investment properties grew to EUR 2.803 billion at the end of March 2009 from EUR 2.691 million a year ago.,이 회사의 투자부동산 공정가치는 1년 전 269만1000유로에서 2009년 3월 말 28억3000만유로까지 성장했다.
positive,"The last quarter was the best quarter of 2009 in net sales, and the operating margin rose to 12.2 %.","지난 분기는 순매출액 기준으로 2009년 최고의 분기였으며, 영업이익률은 12.2%로 상승했습니다."
positive,"The major breweries increased their domestic beer sales by 4.5 per cent last year, to 256.88 million litres from 245.92 million litres in 2004.",주요 양조업체들은 지난해 국내 맥주 판매량을 2004년 2억4592만 리터에서 2억5688만 리터로 4.5% 늘렸다.
positive,"The transaction doubles Tecnomens workforse, and adds a fourth to their net sales.",이 거래는 테크노멘스의 노동력을 두 배로 늘리고 그들의 순매출에 4분의 1을 더 추가한다.
positive, Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million.," 영업이익은 26.9% 증가한 1억5,840만 유로였다."
positive,"`` After this purchase, Cramo will become the second largest rental services provider in the Latvian market.",`` 이번 인수로 크라모는 라트비아 시장에서 두 번째로 큰 렌털 서비스 업체가 된다.
positive,"`` The priority for 2009 was to strengthen the company's balance sheet and increase cash flow,'' CEO Hannu Krook said.","`` 2009년의 우선순위는 회사의 대차대조표를 강화하고 현금흐름을 늘리는 것이었습니다""라고 CEO 한누 크룩은 말했다."
positive,`` The purchase of the operations is part of YIT's strategy to expand its offering of building system services geographically.'',`` 사업부 구매는 빌딩 시스템 서비스를 지리적으로 확장하려는 YIT 전략의 일환이다.''
positive,21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier.,2010년 10월 21일 - 핀란드 낚시 태클 회사인 라팔라 VMC Corp(HEL : RAP1V)는 2010년 첫 9개월 동안 순이익이 전년 동기 15.1만 유로에서 18.9만 유로로 증가했다고 발표했다.
neutral,"A structures BIM ( building information modeling ) software from Tekla, a model-based software provider, has been adopted for the construction management and delivery of a university project in Abu Dhabi.",모델 기반 소프트웨어 공급업체인 테클라의 구조 BIM(빌딩 정보 모델링) 소프트웨어가 아부다비의 대학 프로젝트의 건설 관리 및 전달을 위해 채택되었습니다.
positive,"According to Finnish Metso Minerals, the value of the company's orders has gone up to EUR 1.9 bn in 12 months.",핀란드 메소미네랄스에 따르면 12개월 만에 이 회사의 수주액이 1.9억 유로까지 올랐다.
positive,Finnish Aldata Solution has signed a contract of supply its G.O.L.D. system to two French retail chains.,핀란드 알다타솔루션은 프랑스 유통사 2곳에 G.O.L.D 시스템 공급 계약을 체결했다.
positive,Finnish Bank of +_land reports its operating profit rose to EUR 21.3 mn in the second quarter of 2009 from EUR 6.1 mn in the corresponding period in 2008.,+_land 핀란드 은행은 영업 이익이 2008년 같은 기간의 6.1 mn에서 2009년 2분기에는 21.3 mn으로 증가했다고 보고했습니다.
positive,Finnish financial group Aktia's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008.,핀란드 금융그룹 악티아의 2009년 영업이익은 2008년 6.6 mn에서 47.0 mn으로 증가했다.
positive,Finnish forest machinery manufacturer Ponsse's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009.,핀란드 산림기계 제조업체 폰세의 순매출액은 2009년 37.5mn에서 2010년 1분기 51.3mn으로 성장했다.
positive,Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 %.,핀란드 KCI Konecranes는 2006년 순매출 성장률을 25% 이상에서 35% 이상으로 상향 조정했다.
positive,Finnish Okmetic that manufactures and processes silicon wafers for the semiconductor and sensor industries and Norwegian solar wafer company NorSun have signed a contract under which Okmetic will supply NorSun mono silicon crystals for use in solar cell manufacturing.,반도체·센서 산업용 실리콘 웨이퍼를 제조·가공하는 핀란드 옥메틱과 노르웨이 태양광 웨이퍼 업체 노르선이 태양광전지 제조용 노르썬 모노 실리콘 크리스털을 공급하는 계약을 체결했다.
positive,Finnish pharmaceuticals company Orion's net sales rose to EUR 190mn in the first quarter of 2009 from EUR 180mn in the first quarter of 2008.,핀란드 제약회사 오리온의 순매출액은 2008년 1분기 1억8000만 유로에서 2009년 1분기 1억9000만 유로로 증가했다.
positive,"Finnish Ponsse has signed an agreement with Babcock Africa for the distribution and support of Ponsse forest machines, harvester heads, and information systems in South Africa.","핀란드 폰세는 남아프리카에서 폰세 산림 기계, 수확기 헤드, 정보 시스템의 보급과 지원을 위한 협약을 밥콕 아프리카와 체결했다."
positive,South African Sappi will become the largest foreign forest industry company operating in Finland as a result of the acquisition Finnish M-real Corporation's Graphic Papers Business unit.,남아공 사피는 핀란드 M-리얼 코퍼레이션의 그래픽 페이퍼스 사업부 인수로 핀란드에 진출한 외국 최대 산림산업 기업이 된다.
positive,According to Deputy MD Pekka Silvennoinen the aim is double turnover over the next three years.,Pekka Silvennoinen 부대표에 따르면 목표는 향후 3년간 두 배의 이직이다.
positive,"According to HKScan Finland, the plan is to increase J+Ærvi-Suomen Portti's net sales to EUR 80mn to EUR 100mn.",핀란드 HKScan에 따르면 J+에르비수오멘 포르티의 순매출 규모를 8000만 유로에서 1억 유로로 늘릴 계획이다.
positive,"Advertising and circulation revenues grew by 3.4 % and by 0.4 %, respectively.","광고와 발행부수는 각각 3.4%, 0.4% 성장했다."
positive,"After the takeover, Cramo will become the second largest rental services provider in the Latvian market.","인수 후, 크라모는 라트비아 시장에서 두 번째로 큰 렌털 서비스 업체가 될 것이다."
positive,"Again, the most significant sales increase of 18.6 % was in Russia.","다시, 18.6%의 가장 큰 판매 증가는 러시아였다."
positive,Alma Media expects its net sales to increase as forecast previously.,알마미디어는 기존 전망대로 순매출이 늘어날 것으로 보고 있다.
positive,Also Lemmink+Æinen's profit for accounting period went up to EUR 3.1 mn from EUR -24.5 mn a year ago.,또한 레밍크+아이넨의 회계기간 이익은 1년 전 -24.5 mn에서 3.1 mn으로 증가했다.
positive,"At the end of March 2007, the group's order book was at EUR 39.6 mn, up 42 % from the corresponding period in 2006.",2007년 3월 말 이 그룹의 주문 장부는 39.6 유로로 2006년 같은 기간보다 42% 증가했다.
positive,"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000.","동시에 회사의 이익은 H1에서 10% 증가하여 Ls 7만9,000에 도달하였다."
neutral,Aviation Systems Maintenance is based in Kansas and generated net sales of USD 2.6 million for 2008.,항공 시스템 유지보수는 캔자스에 기반을 두고 있으며 2008년 260만 달러의 순매출을 창출했다.
positive,"Besides we have increased the share of meat in various sausages and are offering a number of new tastes in the grill products and shish kebabs segment,'' Paavel said.","게다가 우리는 다양한 소시지의 고기 비중을 늘렸고 그릴 제품과 시쉬 케밥 부문에서 많은 새로운 맛을 제공하고 있습니다""라고 파벨은 말했다."
positive,"Both operating profit and net sales for the 12-month period increased, respectively from EUR10 .5 m and EUR28 .8 m, as compared to the financial year 2004.",12개월 동안의 영업이익과 순매출은 2004년 회계연도에 비해 각각 10.5억 유로와 28.8억 유로에서 증가했다.
positive,"Both operating profit and net sales for the 12-month period increased, respectively from EUR20 .8 m and EUR177 .7 m, as compared to the financial year 2004.",12개월 동안의 영업이익과 순매출은 2004년 회계연도에 비해 각각 20.8백만 유로와 177.7백만 유로에서 증가했다.
positive,"Both operating profit and net sales for the 12-month period increased, respectively from EUR21 .5 m and EUR196 .1 m, as compared to 2005.",12개월간의 영업이익과 순매출은 2005년에 비해 각각 21.5 유로와 196.1 유로에서 증가했다.
positive,"Both operating profit and net sales for the 12-month period increased, respectively from EUR4 .7 m and EUR26 .7 m, as compared to 2004.",12개월간의 영업이익과 순매출은 2004년에 비해 각각 4.7백만 유로와 26.7백만 유로에서 증가했다.
positive,"Both operating profit and net sales for the nine-month period increased, respectively by 26.6 % and 3.4 %, as compared to the corresponding period in 2006.","영업이익과 당기순매출 모두 2006년 동기 대비 각각 26.6%, 3.4% 증가했다."
positive,"Both operating profit and net sales for the six-month period increased, respectively, from EUR13 .8 m and EUR143 .6 m, as compared to the corresponding period in 2007.",6개월간의 영업이익과 순매출 모두 2007년 같은 기간에 비해 각각 13.8억 유로와 143.6억 유로로 증가하였다.
positive,"Both operating profit and net sales for the six-month period increased, respectively from EUR0 .4 m and EUR3 .2 m, as compared to the corresponding period in 2005.",6개월간의 영업이익과 순매출은 2005년 같은 기간에 비해 각각 0.4백만 유로와 3.2백만 유로에서 증가하였다.
positive,"Both operating profit and net sales for the six-month period increased, respectively from EUR18 .1 m and EUR127 .6 m, as compared to the corresponding period in 2006.",영업이익과 순매출은 2006년 같은 기간에 비해 각각 .18 유로와 127.6 유로에서 증가하였다.
positive,"Both operating profit and net sales for the six-month period increased, respectively from EUR7 .5 m and EUR655 .5 m, as compared to the corresponding period in 2005.",6개월간의 영업이익과 순매출은 2005년 같은 기간에 비해 각각 .5M 유로와 655.5M 유로에서 증가하였다.
positive,"Both operating profit and net sales for the three-month period increased, respectively from EUR15 .1 m and EUR131 .5 m, as compared to the corresponding period in 2005.",3개월간의 영업이익과 순매출은 2005년 같은 기간에 비해 각각 15.1 유로와 131.5 유로로 증가하였다.
positive,"Both operating profit and net sales for the three-month period increased, respectively from EUR16 .0 m and EUR139m, as compared to the corresponding quarter in 2006.",3개월간의 영업이익과 순매출 모두 2006년 같은 분기에 비해 각각 16.0만 유로와 139만 유로로 증가했다.
positive,"Both operating profit and sales for the three-month period increased, respectively from EUR0 .3 m and EUR13 .1 m, as compared to the corresponding period in 2005.",3개월간의 영업이익과 매출 모두 2005년 같은 기간에 비해 각각 0.3m 유로와 13.1m 유로로 증가하였다.
positive,"Both operating profit and turnover for the nine-month period increased, respectively from EUR2 .4 m and EUR43 .8 m, as compared to the corresponding period a year ago.","9개월 영업이익과 매출액이 각각 1년 전 같은 기간에 비해 2.4m, 43.8m 증가했다."
positive,"Both operating profit and turnover for the six-month period increased, respectively, from EUR17 .6 m and EUR1149 .9 m, as compared to the corresponding period in 2007.",6개월간의 영업이익과 매출액은 2007년 같은 기간에 비해 각각 17.6 유로와 1149.9 유로로 증가했다.
positive,"Both operating profit and turnover for the six-month period increased, respectively from EUR0 .1 m and EUR29 .0 m, as compared to the corresponding period a year ago.","6개월 영업이익과 매출액이 각각 1년 전 같은 기간에 비해 0.1m, 29.0m로 증가했다."
positive,Cargo volume grew by 7 %.,화물량이 7% 증가했다.
positive,Cargo volume increased by approximately 5 %.,화물량이 약 5% 증가했다.
positive,"comparable operating profit totaled EUR 854mn, up from EUR 730mn in 2004.",2004년 7억 3천만 유로에서 8억 5천 4백만 유로로 증가하였다.
positive,"Digia said its consolidated net sales for January-June 2010 were EUR67 .8 m, up 9.7 % on the same period in 2009 ( EUR61 .9 m ).",디지아는 2010년 1월부터 6월까지의 총 순매출액이 67.8백만 유로로 2009년 같은 기간(61.9백만 유로)에 비해 9.7% 증가했다고 밝혔다.
positive,Diluted earnings per share ( EPS ) rose to EUR 0.29 from EUR 0.05.,희석주당이익(EPS)은 0.05유로에서 0.29유로로 증가했다.
positive,Diluted earnings per share ( EPS ) rose to EUR 0.52 versus EUR 0.09.,희석주당이익(EPS)은 0.09유로에서 0.52유로까지 상승했다.
positive,Diluted earnings per share ( EPS ) rose to EUR 1.05 from EUR 0.64.,희석주당이익(EPS)은 0.64유로에서 1.05유로까지 올랐다.
positive,Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50.,희석주당이익(EPS)은 0.50유로에서 3.68유로로 증가했다.
positive,Diluted EPS rose to EUR3 .68 from EUR0 .50.,희석주당이 0.50유로에서 3.68유로로 올랐다.
positive,EBIT margin was up from 1.4 % to 5.1 %.,EBIT 마진은 1.4%에서 5.1%로 증가했다.
neutral,"Editor's note : Grimaldi generated a 1.7 bln euro ( $ 2.182 bln ) turnover in 2005, ANSA reported on May 29, 2006.",그리말디는 2005년에 1.7 bln 유로 ($ 2.182 bln)의 매출을 올렸다고 2006년 5월 29일 ANSA가 보도했다.
positive,"EPS for the quarter was EUR0 .00, as compared with EUR0 .01 in the third quarter of 2008, representing a Group net sales for the third quarter were EUR15 .3 m, up by 2.8 % as compared with EUR14 .9 m in the third quarter of 2008.",EPS는 2008년 3분기 0.00유로에 비해 3분기 그룹 순매출액은 2008년 3분기 14.9M유로에 비해 2.8% 증가한 15.3M유로에 그쳤다.
positive,"EPS from continuing operations came in at 0.30 eur, up from 0.17.",지속적인 영업으로 인한 EPS는 0.17유로에서 0.30유로로 상승했다.
positive,"Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007, net sales of the Frozen Foods Business totaled EUR 11.0, up by about 5 % from the third quarter of 2006.",지분율은 54.2%에 비해 60.9%로 2007년 3분기 냉동식품 사업의 순매출액은 총 11.0유로로 2006년 3분기보다 약 5% 증가했다.
positive,"EUR928 ,000 in Q1 2010 6 May 2010 - Finnish textile and clothing design company Marimekko Oyj ( HEL : MMO1V ) said today its net profit rose to EUR928 ,000 in the first quarter of 2010 from EUR13 ,000 in the corresponding period a year earlier.","2010년 5월 6일 핀란드 섬유 및 의류 디자인 회사 마리메코 오이(MMO1V)는 2010년 1분기 순이익이 전년 동기 13,000유로에서 2010년 1분기 928,000유로로 증가했다고 밝혔다."
positive,"Finland-based Elcoteq SE, a privately held provider of electronics manufacturing services to communications companies, said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp..",핀란드에 본사를 둔 전자제품 제조서비스 회사인 엘코텍 SE는 17일(현지시간) 통신장비 회사인 앤드류 코퍼레이션과 장기적인 제조공급계약을 체결했다고 밝혔다.
positive,Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit rose to EUR 24.1 million ( USD 33.6 m ) in the third quarter of 2010 from EUR 17.9 million a year earlier.,"핀란드의 식기 및 수공구 제조업체 피스카스 오이 압(Fiskars Oyj Abp, HEL : FISAS)은 2010년 3분기 순이익이 전년동기 1790만 유로에서 2,410만 유로(USD 33.6m)로 증가했다고 오늘 밝혔다."
positive,Finnish department store chain Stockmann Oyj Abp net profit rose to 39.8 mln euro ( $ 56.8 mln ) for the first nine months of 2007 from 37.4 mln euro ( $ 53.4 mln ) for the same period of 2006.,핀란드 백화점 체인인 스톡만 오이 압프(Stockmann Oyj Abp)의 순이익은 2006년 같은 기간의 37.4 mln($ 53.4 mln)에서 2007년 9월까지 39.8 mln($ 56.8 mln)으로 증가했다.
positive,"Finnish lifting equipment maker Konecranes Oyj said on July 30, 2008 that its net profit rose to 71.2 mln euro ( $ 111.1 mln ) for the first half of 2008 from 57.1 mln euro ( $ 89.1 mln ) for the same period of 2007.",핀란드의 리프팅 장비 제조업체 코네크라네스 오이(Konecranes Oyj)는 2008년 상반기 순이익이 2007년 같은 기간의 57.1mln(89.1mln)에서 71.2mln(달러 111.1mln)으로 증가했다고 2008년 7월 30일 밝혔다.
positive,Finnish messaging solutions developer Tecnomen Corporation ( OMX Helsinki : TEM1V ) said on Thursday ( 11 December ) that it has received an expansion order for its Convergent Charging solution in Latin America.,핀란드 메시징 솔루션 개발업체 테크노멘(OMX 헬싱키: TEM1V)은 라틴 아메리카에서 컨버전트 충전 솔루션의 확장 주문을 받았다고 목요일 (12월 11일) 밝혔다.
positive,Finnish metal industry solutions supplier Outotec Oyj net profit rose to 50.4 mln euro ( $ 72.5 mln ) for the first nine months of 2007 from 20.1 mln euro ( $ 28.9 mln ) for the same period of 2006.,핀란드의 금속 산업 솔루션 공급업체인 아우토텍 오이(Outotec Oyj)의 순이익은 2006년 같은 기간의 20.1 mln($ 28.9 mln)에서 2007년 9월까지 50.4 mln($ 72.5 mln)로 증가했다.
positive,Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006.,핀란드 금속제품 회사인 컴포넌타 오이(Componenta Oyj)의 순이익은 2006년 같은 기간의 5.3 mln($ 7.3 mln)에서 2007년 1분기에는 26.1 mln($ 35.9 mln)으로 증가했다.
positive,Finnish office supplies and computer accessories dealer Beltton-Group Plc said its net profit rose to 1.3 mln euro ( $ 1.7 mln ) in 2006 from 1.13 mln euro ( $ 1.5 mln ) in 2005.,핀란드 사무용품 및 컴퓨터 액세서리 판매업체 벨트톤 그룹은 2005년 1.13mln유로에서 2006년 1.3mln유로로 순이익이 증가했다고 밝혔다.
positive,"Finnish security and privacy software solutions developer Stonesoft Oyj said on January 7, 2008 that the preliminary sales of its StoneGate products grew by 59 pct year-on-year to 3.6 mln euro ( $ 5.3 mln ) for the fourth quarter of 2007.",핀란드 보안 및 개인 정보 소프트웨어 솔루션 개발업체 스톤소프트 오이는 스톤게이트 제품의 예비 판매량이 2007년 4분기 3.6mln 유로($5.3mln)로 전년 동기 대비 59pct 증가했다고 2008년 1월 7일 밝혔다.
positive,"Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki : OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008, up from EUR3 .3 m in the corresponding period in 2007.",핀란드의 실리콘 웨이퍼 기술 회사인 Okmetic Oyj (OmX 헬싱키 : OKM1V)는 목요일 (8월 7일) 2008년 1월부터 6월까지 5.3m의 영업이익을 기록했다고 발표했다.
positive,Finnish software developer Done Solutions Oyj said its net profit increased to 3.5 mln euro ( $ 4.6 mln ) in 2006 from 2.3 mln euro ( $ 3.0 mln ) in 2005.,핀란드 소프트웨어 개발업체인 Done Solutions Oyj는 순이익이 2005년 2.3mln유로에서 2006년 3.5mln유로로 증가했다고 밝혔다.
positive,First quarter underlying operating profit rose to 41 mln eur from 33 mln a year earlier.,1분기 영업이익은 전년 동기 33mln에서 41mln유로로 상승했다.
positive,"Following the acquisition, Relacom will strengthen its presence in Finland, serving operators and office market with mobile and fixed networks construction, installation and maintenance services.","인수에 이어 릴라콤은 핀란드 내 입지를 강화해 모바일 및 고정 네트워크 구축, 설치, 유지보수 서비스를 통해 사업자와 사무실 시장에 서비스를 제공할 예정이다."
positive,"For the first nine months of 2010, the company's net profit rose to EUR41m from EUR30m for the corresponding period of 2009.","2010년 첫 9개월 동안 회사의 순이익은 2009년 해당 기간의 30만 유로에서 4,100만 유로로 증가하였다."
positive,"HELSINKI ( AFX ) - Retail and wholesale group Kesko reported net sales of 659.4 mln eur for February, an increase of 10.8 pct year-on-year.",헬싱키 (AFX) - 소매 및 도매 그룹인 Kesko는 2월 순매출이 659.4mln 유로로 전년 동기 대비 10.8pct 증가했다고 발표했다.
positive,"However, net sales in 2010 are seen to have grown to EUR598 .3 m from EUR582 .3 m in 2009.",그러나 2010년 순매출액은 2009년 582.3m에서 598.3m로 증가한 것으로 보인다.
positive,"However, sales returned to growth in April-June 2010, CEO Pekka Eloholma said.",그러나 2010년 4월부터 6월까지 매출이 성장세로 돌아섰다고 페카 엘로홀마 CEO는 말했다.
positive,"Ragutis, which is controlled by the Finnish brewery, reported a 5.4-per-cent rise in beer sales to 10.44 million litres and held an 11.09-per-cent market share.",핀란드 양조장이 장악하고 있는 라구티스는 맥주 판매량이 1044만 리터로 5.4퍼센트 증가했으며 11.09퍼센트 시장 점유율을 기록했다.
positive,"Svyturys-Utenos Alus, which is controlled by the Nordic group Baltic Beverages Holding ( BBH ), posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres.",노르딕 그룹 발트 음료 홀딩(BBH)이 운영하는 스비투리스-우테노스 알루스는 올 1월부터 5월까지 맥주 판매량이 4.7퍼센트 증가한 4622만 리터를 기록했다.
neutral,"In 2007, Contempus generated revenue of NOK 69.3 ( approx.",2007년 컨템퍼스는 69.3KNO의 수익을 창출하였다.
positive,"In addition, Kone signed a two-year maintenance contract for the escalators.","게다가, 코네는 에스컬레이터를 위한 2년 유지 보수 계약을 맺었다."
positive,"In December alone, the members of the Lithuanian Brewers' Association sold a total of 20.3 million liters of beer, an increase of 1.9 percent from the sales of 19.92 million liters in December 2004.","리투아니아 맥주협회 회원들은 12월에만 총 2,030만 리터의 맥주를 판매했는데, 이는 2004년 12월의 1,992만 리터의 판매량보다 1.9% 증가한 수치다."
positive,"In January-September 2009, the Group's net interest income increased to EUR 112.4 mn from EUR 74.3 mn in January-September 2008.",2009년 1월부터 9월까지 그룹의 순이자 수익은 2008년 1월부터 9월까지 74.3 mn에서 112.4 mn으로 증가했다.
positive,"In Q1 of 2010, Bank of +_land's net interest income increased from EUR 9.1 mn to EUR 9.7 mn.",2010년 1분기에 +_land 은행의 순이자 수익은 9.1 mn에서 9.7 mn으로 증가했다.
positive,"In Sweden, operating profit for the period under review totaled EUR 3.4 mn, up 30.8 % from the corresponding period in 2005.",스웨덴에서는 검토 대상 기간의 영업이익이 총 3.4 유로로 2005년 같은 기간보다 30.8% 증가했다.
